path,annotator,value,emotion
06834,human-1,True,Impatience and Irritability
06834,human-3,False,Astonishment/Surprise
06834,human-4,True,Impatience and Irritability
06834,human-6,True,Impatience and Irritability
06835,human-3,False,Pain
06835,human-4,False,Relief
06836,human-4,True,Intoxication/Altered States of Consciousness
06836,human-5,False,Concentration
06836,human-6,False,Intoxication/Altered States of Consciousness
06837,human-3,False,Relief
06837,human-4,False,Pain
06838,human-1,True,Pleasure/Ecstasy
06838,human-3,False,Fear
06838,human-4,True,Pleasure/Ecstasy
06838,human-6,True,Pleasure/Ecstasy
06839,human-1,True,Hopelessness
06839,human-4,True,Hopelessness
06839,human-4,False,Hope/Enthusiasm/Optimism
06839,human-6,True,Hopelessness
06840,human-4,True,Emotional Numbness
06840,human-4,False,Interest
06840,human-6,False,Emotional Numbness
06841,human-3,False,Sexual Lust
06841,human-4,True,Shame
06841,human-6,False,Shame
06842,human-1,True,Astonishment/Surprise
06842,human-3,False,Impatience and Irritability
06842,human-4,True,Astonishment/Surprise
06842,human-6,True,Astonishment/Surprise
06843,human-1,True,Astonishment/Surprise
06843,human-3,False,Impatience and Irritability
06843,human-4,True,Astonishment/Surprise
06843,human-6,True,Astonishment/Surprise
06844,human-1,True,Elation
06844,human-4,True,Elation
06844,human-4,False,Sadness
06844,human-6,True,Elation
06845,human-1,True,Distress
06845,human-3,False,Amusement
06845,human-4,True,Distress
06845,human-6,True,Distress
06846,human-4,True,Longing
06846,human-6,False,Longing
06846,human-7,True,Fatigue/Exhaustion
06847,human-4,True,Interest
06847,human-5,False,Emotional Numbness
06847,human-6,False,Interest
06848,human-1,True,Longing
06848,human-4,True,Longing
06848,human-4,False,Fatigue/Exhaustion
06848,human-6,True,Longing
06849,human-1,True,Relief
06849,human-3,False,Pain
06849,human-4,True,Relief
06849,human-6,True,Relief
06850,human-3,True,Affection
06850,human-4,False,Bitterness
06851,human-1,True,Jealousy & Envy
06851,human-3,False,Thankfulness/Gratitude
06851,human-4,True,Jealousy & Envy
06851,human-6,True,Jealousy & Envy
06852,human-3,False,Elation
06852,human-4,True,Sadness
06852,human-6,False,Sadness
06853,human-1,True,Fear
06853,human-4,True,Fear
06853,human-4,False,Pleasure/Ecstasy
06853,human-6,True,Fear
06854,human-1,True,Contemplation
06854,human-4,True,Contemplation
06854,human-5,False,Confusion
06854,human-6,True,Contemplation
06855,human-4,False,Impatience and Irritability
06855,human-4,False,Astonishment/Surprise
06856,human-1,True,Bitterness
06856,human-3,False,Affection
06856,human-4,True,Bitterness
06856,human-6,True,Bitterness
06857,human-1,True,Awe
06857,human-3,False,Contempt
06857,human-4,True,Awe
06857,human-6,True,Awe
06858,human-4,False,Intoxication/Altered States of Consciousness
06858,human-5,False,Concentration
06859,human-3,False,Intoxication/Altered States of Consciousness
06859,human-4,True,Concentration
06859,human-6,False,Concentration
06860,human-3,False,Shame
06860,human-4,False,Sexual Lust
06861,human-3,False,Astonishment/Surprise
06861,human-4,False,Impatience and Irritability
06862,human-1,True,Embarrassment
06862,human-4,True,Embarrassment
06862,human-5,False,Teasing
06862,human-6,True,Embarrassment
06863,human-1,True,Confusion
06863,human-4,True,Confusion
06863,human-4,False,Contemplation
06863,human-6,True,Confusion
06864,human-3,False,Intoxication/Altered States of Consciousness
06864,human-4,False,Concentration
06865,human-1,True,Bitterness
06865,human-4,True,Bitterness
06865,human-6,True,Bitterness
06865,human-7,False,Affection
06866,human-1,True,Longing
06866,human-4,True,Longing
06866,human-5,False,Fatigue/Exhaustion
06866,human-6,True,Longing
06867,human-3,False,Astonishment/Surprise
06867,human-4,True,Impatience and Irritability
06867,human-6,False,Impatience and Irritability
06868,human-1,True,Bitterness
06868,human-3,False,Affection
06868,human-4,True,Bitterness
06868,human-6,True,Bitterness
06869,human-1,True,Teasing
06869,human-4,True,Teasing
06869,human-6,True,Teasing
06869,human-7,False,Embarrassment
06870,human-4,False,Malevolence/Malice
06870,human-5,False,Sourness
06871,human-1,True,Longing
06871,human-4,True,Longing
06871,human-5,False,Fatigue/Exhaustion
06871,human-6,True,Longing
06872,human-1,True,Interest
06872,human-4,True,Interest
06872,human-4,True,Emotional Numbness
06872,human-6,True,Interest
06873,human-1,True,Awe
06873,human-3,False,Contempt
06873,human-4,True,Awe
06873,human-6,True,Awe
06874,human-1,True,Contemplation
06874,human-4,True,Contemplation
06874,human-6,True,Contemplation
06874,human-7,False,Confusion
06875,human-4,True,Jealousy & Envy
06875,human-5,False,Thankfulness/Gratitude
06875,human-6,False,Jealousy & Envy
06876,human-3,False,Teasing
06876,human-4,True,Embarrassment
06876,human-6,False,Embarrassment
06877,human-1,True,Emotional Numbness
06877,human-3,False,Interest
06877,human-4,True,Emotional Numbness
06877,human-6,True,Emotional Numbness
06878,human-3,False,Disgust
06878,human-4,True,Infatuation
06878,human-6,False,Infatuation
06879,human-4,False,Sexual Lust
06879,human-7,False,Shame
06880,human-4,True,Awe
06880,human-5,False,Contempt
06880,human-6,False,Awe
06881,human-1,True,Triumph
06881,human-3,False,Disappointment
06881,human-4,True,Triumph
06881,human-6,True,Triumph
06882,human-1,True,Thankfulness/Gratitude
06882,human-4,True,Thankfulness/Gratitude
06882,human-5,False,Jealousy & Envy
06882,human-6,True,Thankfulness/Gratitude
06883,human-1,True,Astonishment/Surprise
06883,human-3,False,Impatience and Irritability
06883,human-4,True,Astonishment/Surprise
06883,human-6,True,Astonishment/Surprise
06884,human-4,True,Emotional Numbness
06884,human-4,False,Interest
06884,human-6,False,Emotional Numbness
06885,human-4,False,Sexual Lust
06885,human-7,False,Shame
06886,human-1,True,Amusement
06886,human-4,True,Amusement
06886,human-5,False,Distress
06886,human-6,True,Amusement
06887,human-3,False,Relief
06887,human-4,False,Pain
06888,human-1,True,Hopelessness
06888,human-4,True,Hopelessness
06888,human-4,False,Hope/Enthusiasm/Optimism
06888,human-6,True,Hopelessness
06889,human-1,True,Hopelessness
06889,human-3,False,Hope/Enthusiasm/Optimism
06889,human-4,True,Hopelessness
06889,human-6,True,Hopelessness
06890,human-1,True,Triumph
06890,human-4,True,Triumph
06890,human-4,False,Disappointment
06890,human-6,True,Triumph
06891,human-4,False,Malevolence/Malice
06891,human-7,False,Sourness
06892,human-1,True,Confusion
06892,human-3,False,Contemplation
06892,human-4,True,Confusion
06892,human-6,True,Confusion
06893,human-1,True,Shame
06893,human-3,False,Sexual Lust
06893,human-4,True,Shame
06893,human-6,True,Shame
06894,human-4,True,Impatience and Irritability
06894,human-5,True,Astonishment/Surprise
06894,human-6,False,Impatience and Irritability
06895,human-1,True,Contemplation
06895,human-3,False,Confusion
06895,human-4,True,Contemplation
06895,human-6,True,Contemplation
06896,human-1,True,Awe
06896,human-3,False,Contempt
06896,human-4,True,Awe
06896,human-6,True,Awe
06897,human-4,True,Triumph
06897,human-6,False,Triumph
06897,human-7,False,Disappointment
06898,human-1,True,Awe
06898,human-3,False,Contempt
06898,human-4,True,Awe
06898,human-6,True,Awe
06899,human-1,True,Amusement
06899,human-3,False,Distress
06899,human-4,True,Amusement
06899,human-6,True,Amusement
06900,human-4,True,Pain
06900,human-4,False,Relief
06900,human-6,False,Pain
06901,human-1,True,Distress
06901,human-3,False,Amusement
06901,human-4,True,Distress
06901,human-6,True,Distress
06902,human-1,True,Impatience and Irritability
06902,human-4,True,Impatience and Irritability
06902,human-5,True,Astonishment/Surprise
06902,human-6,True,Impatience and Irritability
06903,human-3,False,Pride
06903,human-4,True,Doubt
06903,human-6,False,Doubt
06904,human-1,True,Longing
06904,human-3,False,Fatigue/Exhaustion
06904,human-4,True,Longing
06904,human-6,True,Longing
06905,human-4,False,Pain
06905,human-4,False,Relief
06906,human-4,False,Doubt
06906,human-4,False,Pride
06907,human-3,False,Confusion
06907,human-4,True,Contemplation
06907,human-6,False,Contemplation
06908,human-3,False,Elation
06908,human-4,True,Sadness
06908,human-6,False,Sadness
06909,human-4,False,Malevolence/Malice
06909,human-4,False,Sourness
06910,human-1,True,Pride
06910,human-4,True,Pride
06910,human-5,False,Doubt
06910,human-6,True,Pride
06911,human-1,True,Astonishment/Surprise
06911,human-4,True,Astonishment/Surprise
06911,human-4,False,Impatience and Irritability
06911,human-6,True,Astonishment/Surprise
06912,human-1,True,Concentration
06912,human-4,True,Concentration
06912,human-4,False,Intoxication/Altered States of Consciousness
06912,human-6,True,Concentration
06913,human-1,True,Distress
06913,human-4,True,Distress
06913,human-4,False,Amusement
06913,human-6,True,Distress
06914,human-1,True,Disgust
06914,human-4,True,Disgust
06914,human-4,False,Infatuation
06914,human-6,True,Disgust
06915,human-1,True,Bitterness
06915,human-3,True,Affection
06915,human-4,True,Bitterness
06915,human-6,True,Bitterness
06916,human-3,False,Sourness
06916,human-4,True,Malevolence/Malice
06916,human-6,False,Malevolence/Malice
06917,human-4,False,Pain
06917,human-5,False,Relief
06918,human-3,False,Sourness
06918,human-4,True,Malevolence/Malice
06918,human-6,False,Malevolence/Malice
06919,human-1,True,Disgust
06919,human-4,True,Disgust
06919,human-5,False,Infatuation
06919,human-6,True,Disgust
06920,human-1,True,Hope/Enthusiasm/Optimism
06920,human-4,True,Hope/Enthusiasm/Optimism
06920,human-6,True,Hope/Enthusiasm/Optimism
06920,human-7,False,Hopelessness
06921,human-3,False,Infatuation
06921,human-4,False,Disgust
06922,human-3,False,Pride
06922,human-4,True,Doubt
06922,human-6,False,Doubt
06923,human-1,True,Longing
06923,human-3,False,Fatigue/Exhaustion
06923,human-4,True,Longing
06923,human-6,True,Longing
06924,human-1,True,Relief
06924,human-4,True,Relief
06924,human-4,False,Pain
06924,human-6,True,Relief
06925,human-4,False,Anger
06925,human-7,False,Contentment
06926,human-1,True,Affection
06926,human-4,True,Affection
06926,human-4,False,Bitterness
06926,human-6,True,Affection
06927,human-3,False,Thankfulness/Gratitude
06927,human-4,True,Jealousy & Envy
06927,human-6,False,Jealousy & Envy
06928,human-1,True,Interest
06928,human-4,True,Interest
06928,human-6,True,Interest
06928,human-7,False,Emotional Numbness
06929,human-1,True,Pride
06929,human-4,True,Pride
06929,human-5,False,Doubt
06929,human-6,True,Pride
06930,human-3,False,Pride
06930,human-4,True,Doubt
06930,human-6,False,Doubt
06931,human-4,False,Contemplation
06931,human-7,False,Confusion
06932,human-3,False,Embarrassment
06932,human-4,False,Teasing
06933,human-1,True,Disgust
06933,human-4,True,Disgust
06933,human-4,False,Infatuation
06933,human-6,True,Disgust
06934,human-1,True,Confusion
06934,human-4,True,Confusion
06934,human-6,True,Confusion
06934,human-7,False,Contemplation
06935,human-3,False,Fatigue/Exhaustion
06935,human-4,True,Longing
06935,human-6,False,Longing
06936,human-4,False,Emotional Numbness
06936,human-4,False,Interest
06937,human-1,True,Infatuation
06937,human-4,True,Infatuation
06937,human-5,False,Disgust
06937,human-6,True,Infatuation
06938,human-1,True,Impatience and Irritability
06938,human-4,True,Impatience and Irritability
06938,human-4,False,Astonishment/Surprise
06938,human-6,True,Impatience and Irritability
06939,human-1,True,Disappointment
06939,human-3,False,Triumph
06939,human-4,True,Disappointment
06939,human-6,True,Disappointment
06940,human-1,True,Pride
06940,human-4,True,Pride
06940,human-4,False,Doubt
06940,human-6,True,Pride
06941,human-4,False,Pain
06941,human-4,False,Relief
06942,human-4,True,Affection
06942,human-4,False,Bitterness
06942,human-6,False,Affection
06943,human-3,False,Disappointment
06943,human-4,True,Triumph
06943,human-6,False,Triumph
06944,human-1,True,Sourness
06944,human-4,True,Sourness
06944,human-4,False,Malevolence/Malice
06944,human-6,True,Sourness
06945,human-3,False,Contentment
06945,human-4,False,Anger
06946,human-1,True,Pleasure/Ecstasy
06946,human-3,False,Fear
06946,human-4,True,Pleasure/Ecstasy
06946,human-6,True,Pleasure/Ecstasy
06947,human-4,False,Pain
06947,human-7,False,Relief
06948,human-4,False,Infatuation
06948,human-5,False,Disgust
06949,human-4,False,Intoxication/Altered States of Consciousness
06949,human-7,True,Concentration
06950,human-4,True,Relief
06950,human-4,False,Pain
06950,human-6,False,Relief
06951,human-1,True,Astonishment/Surprise
06951,human-4,True,Astonishment/Surprise
06951,human-6,True,Astonishment/Surprise
06951,human-7,False,Impatience and Irritability
06952,human-1,True,Pleasure/Ecstasy
06952,human-4,True,Pleasure/Ecstasy
06952,human-4,False,Fear
06952,human-6,True,Pleasure/Ecstasy
06953,human-4,True,Malevolence/Malice
06953,human-6,False,Malevolence/Malice
06953,human-7,False,Sourness
06954,human-4,True,Sadness
06954,human-4,False,Elation
06954,human-6,False,Sadness
06955,human-1,True,Fear
06955,human-3,False,Pleasure/Ecstasy
06955,human-4,True,Fear
06955,human-6,True,Fear
06956,human-1,True,Elation
06956,human-3,False,Sadness
06956,human-4,True,Elation
06956,human-6,True,Elation
06957,human-4,True,Shame
06957,human-6,False,Shame
06957,human-7,False,Sexual Lust
06958,human-1,True,Malevolence/Malice
06958,human-4,True,Malevolence/Malice
06958,human-5,False,Sourness
06958,human-6,True,Malevolence/Malice
06959,human-4,False,Embarrassment
06959,human-7,False,Teasing
06960,human-1,True,Contentment
06960,human-3,False,Anger
06960,human-4,True,Contentment
06960,human-6,True,Contentment
06961,human-3,False,Infatuation
06961,human-4,False,Disgust
06962,human-3,False,Infatuation
06962,human-4,False,Disgust
06963,human-3,False,Longing
06963,human-4,False,Fatigue/Exhaustion
06964,human-3,False,Longing
06964,human-4,False,Fatigue/Exhaustion
06965,human-3,False,Impatience and Irritability
06965,human-4,False,Astonishment/Surprise
06966,human-1,True,Affection
06966,human-4,True,Affection
06966,human-5,False,Bitterness
06966,human-6,True,Affection
06967,human-1,True,Doubt
06967,human-3,False,Pride
06967,human-4,True,Doubt
06967,human-6,True,Doubt
06968,human-1,True,Affection
06968,human-4,True,Affection
06968,human-4,False,Bitterness
06968,human-6,True,Affection
06969,human-1,True,Concentration
06969,human-3,False,Intoxication/Altered States of Consciousness
06969,human-4,True,Concentration
06969,human-6,True,Concentration
06970,human-1,True,Interest
06970,human-3,False,Emotional Numbness
06970,human-4,True,Interest
06970,human-6,True,Interest
06971,human-1,True,Contentment
06971,human-3,False,Anger
06971,human-4,True,Contentment
06971,human-6,True,Contentment
06972,human-1,True,Interest
06972,human-3,False,Emotional Numbness
06972,human-4,True,Interest
06972,human-6,True,Interest
06973,human-1,True,Bitterness
06973,human-3,False,Affection
06973,human-4,True,Bitterness
06973,human-6,True,Bitterness
06974,human-3,False,Astonishment/Surprise
06974,human-4,False,Impatience and Irritability
06975,human-3,False,Sexual Lust
06975,human-4,False,Shame
06976,human-1,True,Elation
06976,human-4,True,Elation
06976,human-5,False,Sadness
06976,human-6,True,Elation
06977,human-4,True,Malevolence/Malice
06977,human-4,False,Sourness
06977,human-6,False,Malevolence/Malice
06978,human-4,True,Anger
06978,human-4,False,Contentment
06978,human-6,False,Anger
06979,human-4,False,Doubt
06979,human-5,False,Pride
06980,human-1,True,Pride
06980,human-4,True,Pride
06980,human-4,False,Doubt
06980,human-6,True,Pride
06981,human-1,True,Confusion
06981,human-4,True,Confusion
06981,human-6,True,Confusion
06981,human-7,False,Contemplation
06982,human-4,False,Sexual Lust
06982,human-4,False,Shame
06983,human-3,False,Fatigue/Exhaustion
06983,human-4,True,Longing
06983,human-6,False,Longing
06984,human-1,True,Sourness
06984,human-3,False,Malevolence/Malice
06984,human-4,True,Sourness
06984,human-6,True,Sourness
06985,human-1,True,Emotional Numbness
06985,human-3,False,Interest
06985,human-4,True,Emotional Numbness
06985,human-6,True,Emotional Numbness
06986,human-4,False,Sadness
06986,human-4,False,Elation
06987,human-3,False,Relief
06987,human-4,False,Pain
06988,human-1,True,Emotional Numbness
06988,human-4,True,Emotional Numbness
06988,human-4,False,Interest
06988,human-6,True,Emotional Numbness
06989,human-3,False,Fatigue/Exhaustion
06989,human-4,True,Longing
06989,human-6,False,Longing
06990,human-4,True,Distress
06990,human-4,False,Amusement
06990,human-6,False,Distress
06991,human-3,False,Infatuation
06991,human-4,True,Disgust
06991,human-6,False,Disgust
06992,human-1,True,Interest
06992,human-4,True,Interest
06992,human-5,False,Emotional Numbness
06992,human-6,True,Interest
06993,human-1,True,Triumph
06993,human-3,False,Disappointment
06993,human-4,True,Triumph
06993,human-6,True,Triumph
06994,human-1,True,Confusion
06994,human-4,True,Confusion
06994,human-6,True,Confusion
06994,human-7,False,Contemplation
06995,human-3,False,Shame
06995,human-4,False,Sexual Lust
06996,human-1,True,Infatuation
06996,human-4,True,Infatuation
06996,human-6,True,Infatuation
06996,human-7,True,Disgust
06997,human-1,False,Amusement
06997,human-3,False,Distress
06997,human-4,True,Amusement
06997,human-6,True,Amusement
06998,human-3,False,Elation
06998,human-4,False,Sadness
06999,human-3,False,Fatigue/Exhaustion
06999,human-4,True,Longing
06999,human-6,False,Longing
07000,human-3,False,Disappointment
07000,human-4,True,Triumph
07000,human-6,False,Triumph
07001,human-1,True,Fear
07001,human-3,False,Pleasure/Ecstasy
07001,human-4,True,Fear
07001,human-6,True,Fear
07002,human-3,False,Pain
07002,human-4,True,Relief
07002,human-6,False,Relief
07003,human-1,True,Interest
07003,human-3,False,Emotional Numbness
07003,human-4,True,Interest
07003,human-6,True,Interest
07004,human-1,True,Concentration
07004,human-4,True,Concentration
07004,human-5,False,Intoxication/Altered States of Consciousness
07004,human-6,True,Concentration
07005,human-3,False,Contemplation
07005,human-4,True,Confusion
07005,human-6,False,Confusion
07006,human-4,True,Confusion
07006,human-4,False,Contemplation
07006,human-6,False,Confusion
07007,human-1,True,Emotional Numbness
07007,human-4,True,Emotional Numbness
07007,human-5,False,Interest
07007,human-6,True,Emotional Numbness
07008,human-3,False,Astonishment/Surprise
07008,human-4,True,Impatience and Irritability
07008,human-6,False,Impatience and Irritability
07009,human-3,False,Hope/Enthusiasm/Optimism
07009,human-4,False,Hopelessness
07010,human-3,False,Elation
07010,human-4,False,Sadness
07011,human-4,True,Affection
07011,human-6,False,Affection
07011,human-7,False,Bitterness
07012,human-3,False,Sourness
07012,human-4,False,Malevolence/Malice
07013,human-4,False,Anger
07013,human-5,False,Contentment
07014,human-1,True,Pleasure/Ecstasy
07014,human-3,False,Fear
07014,human-4,True,Pleasure/Ecstasy
07014,human-6,True,Pleasure/Ecstasy
07015,human-1,True,Concentration
07015,human-3,False,Intoxication/Altered States of Consciousness
07015,human-4,True,Concentration
07015,human-6,True,Concentration
07016,human-1,True,Contempt
07016,human-4,True,Contempt
07016,human-4,False,Awe
07016,human-6,True,Contempt
07017,human-4,False,Sexual Lust
07017,human-7,False,Shame
07018,human-1,True,Distress
07018,human-4,True,Distress
07018,human-5,False,Amusement
07018,human-6,True,Distress
07019,human-1,True,Affection
07019,human-4,True,Affection
07019,human-4,False,Bitterness
07019,human-6,True,Affection
07020,human-3,False,Thankfulness/Gratitude
07020,human-4,False,Jealousy & Envy
07021,human-1,True,Disappointment
07021,human-3,False,Triumph
07021,human-4,True,Disappointment
07021,human-6,True,Disappointment
07022,human-4,True,Hopelessness
07022,human-4,False,Hope/Enthusiasm/Optimism
07022,human-6,False,Hopelessness
07023,human-1,True,Distress
07023,human-4,True,Distress
07023,human-5,False,Amusement
07023,human-6,True,Distress
07024,human-4,False,Sadness
07024,human-5,False,Elation
07025,human-1,True,Triumph
07025,human-4,True,Triumph
07025,human-5,False,Disappointment
07025,human-6,True,Triumph
07026,human-3,False,Contemplation
07026,human-4,True,Confusion
07026,human-6,False,Confusion
07027,human-3,False,Hope/Enthusiasm/Optimism
07027,human-4,True,Hopelessness
07027,human-6,False,Hopelessness
07028,human-4,True,Emotional Numbness
07028,human-4,False,Interest
07028,human-6,False,Emotional Numbness
07029,human-1,True,Pride
07029,human-4,True,Pride
07029,human-6,True,Pride
07029,human-7,False,Doubt
07030,human-4,False,Sexual Lust
07030,human-4,False,Shame
07031,human-4,True,Hopelessness
07031,human-4,False,Hope/Enthusiasm/Optimism
07031,human-6,False,Hopelessness
07032,human-1,True,Interest
07032,human-4,True,Interest
07032,human-4,True,Emotional Numbness
07032,human-6,True,Interest
07033,human-4,True,Shame
07033,human-5,False,Sexual Lust
07033,human-6,False,Shame
07034,human-4,True,Embarrassment
07034,human-5,False,Teasing
07034,human-6,False,Embarrassment
07035,human-1,True,Contemplation
07035,human-3,False,Confusion
07035,human-4,True,Contemplation
07035,human-6,True,Contemplation
07036,human-4,True,Triumph
07036,human-6,False,Triumph
07036,human-7,False,Disappointment
07037,human-4,True,Interest
07037,human-4,False,Emotional Numbness
07037,human-6,False,Interest
07038,human-4,True,Infatuation
07038,human-6,False,Infatuation
07038,human-7,False,Disgust
07039,human-1,True,Thankfulness/Gratitude
07039,human-3,False,Jealousy & Envy
07039,human-4,True,Thankfulness/Gratitude
07039,human-6,True,Thankfulness/Gratitude
07040,human-1,True,Amusement
07040,human-4,True,Amusement
07040,human-5,False,Distress
07040,human-6,True,Amusement
07041,human-1,True,Confusion
07041,human-3,False,Contemplation
07041,human-4,True,Confusion
07041,human-6,True,Confusion
07042,human-4,False,Impatience and Irritability
07042,human-7,False,Astonishment/Surprise
07043,human-3,False,Malevolence/Malice
07043,human-4,True,Sourness
07043,human-6,False,Sourness
07044,human-1,True,Confusion
07044,human-4,True,Confusion
07044,human-5,False,Contemplation
07044,human-6,True,Confusion
07045,human-4,True,Sadness
07045,human-5,False,Elation
07045,human-6,False,Sadness
07046,human-1,True,Hopelessness
07046,human-4,True,Hopelessness
07046,human-4,False,Hope/Enthusiasm/Optimism
07046,human-6,True,Hopelessness
07047,human-4,False,Anger
07047,human-7,True,Contentment
07048,human-3,False,Confusion
07048,human-4,False,Contemplation
07049,human-1,True,Fatigue/Exhaustion
07049,human-4,True,Fatigue/Exhaustion
07049,human-6,True,Fatigue/Exhaustion
07049,human-7,False,Longing
07050,human-3,False,Pleasure/Ecstasy
07050,human-4,True,Fear
07050,human-6,False,Fear
07051,human-3,False,Fatigue/Exhaustion
07051,human-4,True,Longing
07051,human-6,False,Longing
07052,human-1,True,Impatience and Irritability
07052,human-4,True,Impatience and Irritability
07052,human-4,False,Astonishment/Surprise
07052,human-6,True,Impatience and Irritability
07053,human-4,True,Doubt
07053,human-6,False,Doubt
07053,human-7,False,Pride
07054,human-1,True,Distress
07054,human-4,True,Distress
07054,human-5,False,Amusement
07054,human-6,True,Distress
07055,human-1,True,Interest
07055,human-3,False,Emotional Numbness
07055,human-4,True,Interest
07055,human-6,True,Interest
07056,human-3,False,Contentment
07056,human-4,False,Anger
07057,human-4,False,Hopelessness
07057,human-5,False,Hope/Enthusiasm/Optimism
07058,human-1,True,Teasing
07058,human-4,True,Teasing
07058,human-6,True,Teasing
07058,human-7,False,Embarrassment
07059,human-3,False,Pleasure/Ecstasy
07059,human-4,True,Fear
07059,human-6,False,Fear
07060,human-1,True,Doubt
07060,human-4,True,Doubt
07060,human-6,True,Doubt
07060,human-7,False,Pride
07061,human-4,True,Emotional Numbness
07061,human-5,False,Interest
07061,human-6,False,Emotional Numbness
07062,human-1,True,Interest
07062,human-3,False,Emotional Numbness
07062,human-4,True,Interest
07062,human-6,True,Interest
07063,human-4,True,Longing
07063,human-6,False,Longing
07063,human-7,False,Fatigue/Exhaustion
07064,human-1,True,Emotional Numbness
07064,human-4,True,Emotional Numbness
07064,human-4,False,Interest
07064,human-6,True,Emotional Numbness
07065,human-1,True,Pleasure/Ecstasy
07065,human-4,True,Pleasure/Ecstasy
07065,human-5,False,Fear
07065,human-6,True,Pleasure/Ecstasy
07066,human-1,True,Hope/Enthusiasm/Optimism
07066,human-4,True,Hope/Enthusiasm/Optimism
07066,human-5,False,Hopelessness
07066,human-6,True,Hope/Enthusiasm/Optimism
07067,human-4,True,Anger
07067,human-5,False,Contentment
07067,human-6,False,Anger
07068,human-1,True,Disappointment
07068,human-4,True,Disappointment
07068,human-4,False,Triumph
07068,human-6,True,Disappointment
07069,human-4,False,Impatience and Irritability
07069,human-4,False,Astonishment/Surprise
07070,human-3,False,Sexual Lust
07070,human-4,True,Shame
07070,human-6,False,Shame
07071,human-1,True,Sourness
07071,human-4,True,Sourness
07071,human-5,False,Malevolence/Malice
07071,human-6,True,Sourness
07072,human-1,True,Affection
07072,human-3,False,Bitterness
07072,human-4,True,Affection
07072,human-6,True,Affection
07073,human-1,True,Impatience and Irritability
07073,human-4,True,Impatience and Irritability
07073,human-4,False,Astonishment/Surprise
07073,human-6,True,Impatience and Irritability
07074,human-3,False,Embarrassment
07074,human-4,False,Teasing
07075,human-1,True,Embarrassment
07075,human-4,True,Embarrassment
07075,human-5,False,Teasing
07075,human-6,True,Embarrassment
07076,human-3,False,Malevolence/Malice
07076,human-4,True,Sourness
07076,human-6,False,Sourness
07077,human-1,True,Disgust
07077,human-4,True,Disgust
07077,human-4,False,Infatuation
07077,human-6,True,Disgust
07078,human-1,True,Pride
07078,human-4,True,Pride
07078,human-4,False,Doubt
07078,human-6,True,Pride
07079,human-3,False,Sourness
07079,human-4,False,Malevolence/Malice
07080,human-4,True,Triumph
07080,human-5,False,Disappointment
07080,human-6,False,Triumph
07081,human-1,True,Distress
07081,human-3,False,Amusement
07081,human-4,True,Distress
07081,human-6,True,Distress
07082,human-4,True,Jealousy & Envy
07082,human-6,False,Jealousy & Envy
07082,human-7,False,Thankfulness/Gratitude
07083,human-1,True,Contentment
07083,human-3,False,Anger
07083,human-4,True,Contentment
07083,human-6,True,Contentment
07084,human-4,False,Fatigue/Exhaustion
07084,human-5,False,Longing
07085,human-1,True,Malevolence/Malice
07085,human-4,True,Malevolence/Malice
07085,human-4,True,Sourness
07085,human-6,True,Malevolence/Malice
07086,human-1,True,Shame
07086,human-3,False,Sexual Lust
07086,human-4,True,Shame
07086,human-6,True,Shame
07087,human-4,False,Anger
07087,human-5,False,Contentment
07088,human-1,True,Thankfulness/Gratitude
07088,human-4,True,Thankfulness/Gratitude
07088,human-4,False,Jealousy & Envy
07088,human-6,True,Thankfulness/Gratitude
07089,human-3,False,Malevolence/Malice
07089,human-4,True,Sourness
07089,human-6,False,Sourness
07090,human-3,False,Sexual Lust
07090,human-4,True,Shame
07090,human-6,False,Shame
07091,human-4,True,Emotional Numbness
07091,human-4,False,Interest
07091,human-6,False,Emotional Numbness
07092,human-1,True,Fatigue/Exhaustion
07092,human-4,True,Fatigue/Exhaustion
07092,human-5,False,Longing
07092,human-6,True,Fatigue/Exhaustion
07093,human-1,True,Doubt
07093,human-3,False,Pride
07093,human-4,True,Doubt
07093,human-6,True,Doubt
07094,human-3,False,Disgust
07094,human-4,False,Infatuation
07095,human-1,True,Elation
07095,human-3,False,Sadness
07095,human-4,True,Elation
07095,human-6,True,Elation
07096,human-4,False,Confusion
07096,human-5,False,Contemplation
07097,human-3,False,Amusement
07097,human-4,True,Distress
07097,human-6,False,Distress
07098,human-3,False,Embarrassment
07098,human-4,False,Teasing
07099,human-1,True,Contempt
07099,human-3,False,Awe
07099,human-4,True,Contempt
07099,human-6,True,Contempt
07100,human-3,False,Hope/Enthusiasm/Optimism
07100,human-4,True,Hopelessness
07100,human-6,False,Hopelessness
07101,human-4,False,Intoxication/Altered States of Consciousness
07101,human-7,True,Concentration
07102,human-1,True,Awe
07102,human-4,True,Awe
07102,human-5,False,Contempt
07102,human-6,True,Awe
07103,human-4,True,Interest
07103,human-6,False,Interest
07103,human-7,False,Emotional Numbness
07104,human-4,True,Distress
07104,human-4,False,Amusement
07104,human-6,False,Distress
07105,human-3,False,Malevolence/Malice
07105,human-4,True,Sourness
07105,human-6,False,Sourness
07106,human-4,True,Jealousy & Envy
07106,human-5,False,Thankfulness/Gratitude
07106,human-6,False,Jealousy & Envy
07107,human-4,True,Emotional Numbness
07107,human-6,False,Emotional Numbness
07107,human-7,False,Interest
07108,human-4,False,Sexual Lust
07108,human-4,False,Shame
07109,human-3,False,Intoxication/Altered States of Consciousness
07109,human-4,False,Concentration
07110,human-1,True,Teasing
